Account Manager,Rep Name,Account Number,Name,Address,Subscription Date,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Modem Age,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Date,Latitude,Longitude,Postal Code,Region
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1659 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.15,6148.45,Yes,6/23/2020,42.305093,-71.061656,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1660 3rd St NE,4/7/2020,No,No,No,3,Yes,No,Fiber optic,New,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.8,3565.65,Yes,6/23/2020,42.305093,-71.061656,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1661 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603,No, ,42.27402,-71.06266,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1706 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.1,5067.45,No, ,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1707 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,214.75,No, ,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1708 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,No, ,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1709 3rd St NE,4/7/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.75,2348.45,No, ,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1710 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.4,4063,Yes,6/23/2020,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1711 3rd St NE,4/7/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No, ,42.27257,-71.06654,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1712 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,2595.25,No, ,42.27193,-71.06612,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1713 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,DSL,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.8,2309.55,No, ,42.27247,-71.06691,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1714 3rd St NE,4/7/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No, ,42.30482,-71.06104,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1715 3rd St NE,4/7/2020,No,No,No,3,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,367.55,Yes,6/23/2020,42.27204,-71.06715,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1716 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No, ,42.272455,-71.067291,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1717 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.05,5965.95,Yes,6/23/2020,42.27247,-71.06779,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1718 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.9,3694.7,Yes,6/23/2020,42.2718221,-71.0676912,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1719 3rd St NE,4/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.95,2524.45,No, ,42.271875,-71.068421,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1720 3rd St NE,4/7/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No, ,42.271831,-71.068454,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1721 3rd St NE,4/7/2020,No,No,No,3,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.05,415.1,Yes,6/23/2020,42.30472,-71.06101,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1722 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,624.15,No, ,42.271326,-71.069437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1723 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.05,237.7,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1724 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,7007.6,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1725 3rd St NE,4/7/2020,No,No,No,3,Yes,No,DSL,New,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.9,3848.8,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1726 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.7,419.4,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1727 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.8,1468.75,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1728 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.4,5812,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1729 3rd St NE,4/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.95,2861.45,No, ,42.271326,-71.069437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1730 3rd St NE,4/7/2020,No,No,No,3,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1731 3rd St NE,4/7/2020,No,No,No,3,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,19.6,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1732 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,> 4 Years,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1733 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.45,1066.15,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1734 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1735 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1736 3rd St NE,4/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,3545.05,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1737 3rd St NE,4/7/2020,No,No,No,3,Yes,No,Fiber optic,> 4 Years,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,73.25,1195.75,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1738 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.7,6858.9,Yes,6/23/2020,42.271326,-71.069437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1739 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,1024.7,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1740 3rd St NE,4/7/2020,No,No,No,3,Yes,No,Fiber optic,> 4 Years,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1741 3rd St NE,4/7/2020,No,No,No,3,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1742 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.3,132.25,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1743 3rd St NE,4/7/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,515.45,No, ,42.271326,-71.069437,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1744 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.55,2830.45,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1745 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.7,1110.5,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1746 3rd St NE,4/7/2020,No,No,No,3,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,40.7,449.3,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1747 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.65,2838.55,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1748 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,5376.4,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1749 3rd St NE,4/7/2020,No,No,No,3,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,Yes,6/23/2020,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1750 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.6,1395.05,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1751 3rd St NE,4/7/2020,No,No,No, ,Yes,Yes,DSL,Less than 1 Year,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,58.25,3975.7,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1752 3rd St NE,4/7/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,1182.55,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1753 3rd St NE,4/7/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.2,4784.45,No, ,42.2713927,-71.068854,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1967 3rd St NE,5/2/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1968 3rd St NE,5/2/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1969 3rd St NE,5/2/2020,No,No,No, ,Yes,Yes,DSL,1 - 2 Years,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.65,3442.15,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1970 3rd St NE,5/2/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1971 3rd St NE,5/2/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,70,1732.6,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1972 3rd St NE,5/2/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,222.3,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1973 3rd St NE,5/2/2020,No,No,No,2,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,74.6,Yes,6/23/2020,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1974 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.1,655.3,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1975 3rd St NE,5/2/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.8,475.25,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1976 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1977 3rd St NE,5/2/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,865.1,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1978 3rd St NE,5/2/2020,No,No,No,2,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,6132.7,Yes,6/23/2020,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1979 3rd St NE,5/2/2020,No,No,No, ,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,78.8,3597.5,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1980 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.85,35.9,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1981 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.35,697.65,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1982 3rd St NE,5/2/2020,No,No,No, ,No,No phone service,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,96.05,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1983 3rd St NE,5/2/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.25,428.7,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1984 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.05,20.05,No, ,42.30717,-71.06206,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1985 3rd St NE,5/2/2020,No,No,No, ,Yes,Yes,DSL,Less than 1 Year,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.55,4459.15,No, ,42.2935,-71.05742,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1986 3rd St NE,5/2/2020,No,No,No, ,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.5,1167.6,No, ,42.29333,-71.05754,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1987 3rd St NE,5/2/2020,No,No,No, ,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.75,238.1,No, ,42.29333,-71.05754,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1988 3rd St NE,5/2/2020,No,No,No, ,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,No, ,42.29333,-71.05754,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1989 3rd St NE,5/2/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.2,1453.1,No, ,42.29333,-71.05754,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1990 3rd St NE,6/12/2020,No,No,No, ,Yes,No,DSL,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.65,191.05,No, ,42.293,-71.05707,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1991 3rd St NE,6/12/2020,No,No,No, ,No,No phone service,DSL,1 - 2 Years,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.8,4039.3,No, ,42.29283,-71.05708,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1992 3rd St NE,6/12/2020,No,No,No, ,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,1039.45,No, ,42.29264,-71.05707,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1993 3rd St NE,6/12/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.55,1336.1,No, ,42.29229,-71.05708,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1994 3rd St NE,6/12/2020,No,No,No, ,Yes,Yes,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.05,75.05,No, ,42.30786,-71.06391,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1995 3rd St NE,6/12/2020,No,No,No, ,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.85,493.4,No, ,42.307,-71.06195,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1996 3rd St NE,6/12/2020,No,No,No, ,No,No phone service,DSL,Less than 1 Year,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,No, ,42.29212,-71.05708,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1997 3rd St NE,6/12/2020,No,No,No, ,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.35,7246.15,No, ,42.29199,-71.05708,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1998 3rd St NE,6/12/2020,No,No,No, ,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.55,1203.95,No, ,42.29268,-71.05752,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,1999 3rd St NE,6/12/2020,No,No,No, ,No,No phone service,DSL,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,No, ,42.292332,-71.057589,2136,Massachusetts
85-3745646,Shivani Costa,8680-ASPEN,Aspen Pharmacy,2000 3rd St NE,6/12/2020,No,No,No,1,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.95,313.6,Yes,6/23/2020,42.30691,-71.06253,2136,Massachusetts
